id|customerid|branchid|parent_customer_id|customer_id|site_id|installation_number|productid|productvalidfrom|productvalidthru|installationdate|installation_status|client_mapping_id|company_profile_id|company_parent_id
2820|NS6031100001368|1509614011223||331|||NM1011|11/1/2022|10/31/2023|11/6/2017|A|||
2820|NS6031100001368|1509614011223||331|||NM1011|11/1/2022|10/31/2023|11/6/2017|A|||
1868|NS6032010001300|1501043624702||882|||ND6250|8/1/2022|7/31/2023|7/31/2017|A|||
5123|NS6032010001373|1510049152808||886|||NM1011|11/6/2020|11/5/2021|11/6/2019|A|||
2750|NS6032010001373|1510049152808||886|||ND6320|11/1/2022|10/31/2023|11/13/2017|A|||
2857|NS6032010001373|1510049152808||886|||NM1011|11/1/2022|10/31/2023|11/13/2017|A|||
5122|NS6032010001373|1510049152808||886|||NT1010|11/6/2020|11/5/2021|11/6/2019|A|||
4058|NS6032010001816|1553144117373||892|||ND6320|3/26/2022|3/25/2023|3/26/2019|A|||
4059|NS6032010001816|1553144117373||892|||NM1011|3/26/2022|3/25/2023|3/26/2019|A|||
5847|NS6032010002891|1616751417289||879|||ND6120|4/5/2023|4/4/2024|4/5/2021|A|||
6206|NS6032010002891|1616751417289||879|||NM1011|6/2/2022|6/1/2023|6/2/2021|A|||
5848|NS6032010002891|1616751570058||879|||ND6121|4/5/2023|4/4/2024|4/5/2021|A|||
4015|NS6032020001360|1509530610671||847|||NT1010|11/1/2022|10/31/2023|5/16/2019|A|||
2831|NS6032020001360|1509530610671||847|||NM1011|11/1/2022|10/31/2023|11/6/2017|A|||
2697|NS6032020001376|1510648116534|855|856|||ND6321|12/1/2022|11/30/2023|11/16/2017|A|||
5336|NS6032020001376|1510648116534|855|856|||NM1011|12/2/2022|12/1/2023|4/29/2019|A|||
2786|NS6032020001403|1512035872622|852|857|||NM1011|12/1/2022|11/30/2023|12/4/2017|A|||
6282|NS6032020001403|1512035872622|852|857|||NM1011|6/28/2022|6/27/2023|6/28/2021|A|||
7308|NS6032020001404|1512034681152||852|||ND6328|12/1/2022|11/30/2023|11/20/2021|A|||
2784|NS6032020001404|1512034681152||852|||NM1011|12/1/2022|11/30/2023|12/4/2017|A|||
5183|NS6032020001415|1513054086847||855|||NM1011|12/1/2022|11/30/2023|12/14/2018|A|||
1878|NS6032020001415|1513053744026||855|||ND6250|12/1/2022|11/30/2023|12/14/2017|A|||
2698|NS6032020001415|1513054086847||855|||ND6321|12/1/2022|11/30/2023|12/14/2017|A|||
6321|NS6032020001688|1532511521105|856|858|||NM1011|7/22/2022|7/21/2023|7/22/2021|A|||
2825|NS6032020001688|1532511521105|856|858|||NM1011|7/22/2022|7/21/2023|7/30/2018|A|||
2696|NS6032020001688|1532511521105|856|858|||ND6321|7/22/2022|7/21/2023|7/30/2018|A|||
6321|NS6032020001688|1532511521105|856|858|||NM1011|7/22/2022|7/21/2023|7/22/2021|A|||
1879|NS6032020001688|1532511308336|856|858|||ND6250|7/22/2022|7/21/2023|7/30/2018|A|||
2825|NS6032020001688|1532511521105|856|858|||NM1011|7/22/2022|7/21/2023|7/30/2018|A|||
1881|NS6032020002100|1549265279007||869|||ND6150|2/7/2023|2/6/2024|2/7/2019|A|||
2477|NS6032020002151|1554195416400||844|||ND6150|4/8/2023|4/7/2024|4/8/2019|A|||
6251|NS6032030001301|1507794184094|||||ND6320|1/1/2023|12/31/2023|12/14/2017|A|||
5618|NS6032030001301|1507794184094|||||NT1010|1/1/2023|12/31/2023|5/29/2019|A|||
2869|NS6032030001301|1507794184094|||||NM1011|5/29/2022|5/28/2023|5/29/2019|A|||
5617|NS6032030001301|1507794184094|||||NM1011|1/1/2023|12/31/2023|12/14/2017|A|||
5524|NS6032030001307|1507712035806||919|||NM1011|1/6/2022|1/5/2023|1/6/2021|A|||
3363|NS6032030001356|1508221051781|896|922|||NM1011|11/1/2022|10/31/2023|10/23/2017|A|||
2848|NS6032030001394|1511325772293|300|909|||NM1011|12/1/2022|11/30/2023|11/27/2017|A|||
2757|NS6032030001394|1511325772293|300|909|||ND6320|12/1/2022|11/30/2023|11/27/2017|A|||
2845|NS6032030001670|1531447849075||916|||NM1011|8/1/2022|7/31/2023|7/16/2018|A|||
7293|NS6032030001670|1531447849075||916|||ND6328|8/1/2022|7/31/2023|10/15/2022|A|||
1897|NS6032030001683|1532398184115||924|||ND6250|7/30/2022|7/29/2023|7/30/2018|A|||
2478|NS6032030002130|1554699998073||391|||ND6120|4/11/2023|4/10/2024|4/11/2019|A|||
4975|NS6032030002619|1598338270376|||||ND6121|9/17/2022|9/16/2023|9/17/2020|A|||
7031|NS6032030002633|1598933585417|920|925|||NM1011|9/8/2022|9/7/2023|9/7/2020|A|||
6240|NS6032030002633|1598933585417|920|925|||ND6320|9/8/2022|9/7/2023|9/7/2020|A|||
5599|NS6032040001396|1511340738785||825|||ND6320|12/1/2022|11/30/2023|11/27/2017|A|||
2849|NS6032040001396|1511340738785||825|||NM1011|12/1/2022|11/30/2023|11/27/2017|A|||
5600|NS6032040001396|1511340738785||825|||NT1010|12/1/2022|11/30/2023|4/16/2019|A|||
3678|NS6032040001396|1511340738785||825|||NM1011|1/24/2023|1/23/2024|1/24/2020|A|||
2850|NS6032040001396|1511340738785||825|||NM1011|4/16/2023|4/15/2024|4/16/2019|A|||
1904|NS6032040001730|1539578559714|833|836|||ND6150|10/22/2022|10/21/2023|10/15/2018|A|||
6569|NS6032040001731|1649732417624||833|||ND6150|10/8/2022|10/7/2023|10/8/2018|A|||
6407|NS6032040001731|1649732417624||833|||NM1011|9/6/2022|9/5/2023|9/6/2021|A|||
6711|NS6032040002002|1642581858676||1232|||NM1011|1/25/2023|1/24/2024|1/25/2022|A|||
6710|NS6032040002002|1642581858676||1232|||ND6328|1/25/2023|1/24/2024|1/25/2022|A|||
5135|NS6032050001324|1508224400375||794|||ND6120|10/1/2022|9/30/2023|10/1/2022|A|||
6575|NS6032050001324|1508224400375||794|||NM1011|11/24/2022|11/23/2023|11/24/2021|A|||
3518|NS6032050001378|1510549357103||821|||NM1011|12/6/2022|12/5/2023|12/6/2019|A|||
2751|NS6032050001378|1510549357103||821|||ND6320|11/1/2022|10/31/2023|11/16/2017|A|||
2858|NS6032050001378|1510549357103||821|||NM1011|11/1/2022|10/31/2023|11/1/2018|A|||
2801|NS6032050001387|1510889057334|548|812|||NM1011|12/1/2022|11/30/2023|11/20/2017|A|||
2715|NS6032050001387|1510889057334|548|812|||ND6320|12/1/2022|11/30/2023|11/20/2017|A|||
2801|NS6032050001387|1510889057334|548|812|||NM1011|12/1/2022|11/30/2023|11/20/2017|A|||
2861|NS6032050001388|1510892184819||548|||NM1011|12/1/2022|11/30/2023|11/20/2017|A|||
7519|NS6032050001388|1510892184819||548|||ND6328|12/1/2022|11/30/2023|11/19/2022|A|||
2861|NS6032050001388|1510892184819||548|||NM1011|12/1/2022|11/30/2023|11/20/2017|A|||
6794|NS6032050001484|1519179232940||808|||ND6250|3/1/2023|2/28/2024|3/1/2018|A|||
3500|NS6032050001674|1531880598885||790|||NM1011|12/5/2021|12/4/2022|12/5/2019|A|||
2855|NS6032050001674|1531880598885||790|||NM1011|7/23/2022|7/22/2023|7/23/2018|A|||
2856|NS6032050001674|1531880598885||790|||NM1011|7/23/2022|7/22/2023|7/9/2019|A|||
4333|NS6032050001674|1531880598885||790|||ND6321|7/23/2022|7/22/2023|7/23/2018|A|||
2856|NS6032050001674|1531880598885||790|||NM1011|7/23/2022|7/22/2023|7/9/2019|A|||
2855|NS6032050001674|1531880598885||790|||NM1011|7/23/2022|7/22/2023|7/23/2018|A|||
4318|NS6032050001674|1531880598885||790|||NT1010|7/23/2022|7/22/2023|7/9/2019|A|||
1908|NS6032050001698|1534731379159||1090|||ND6250|10/1/2022|9/30/2023|10/1/2018|A|||
3408|NS6032050001917|1547457568080||787|||ND6150|1/24/2023|1/23/2024|1/24/2019|A|||
7904|NS6032050002219|1565252982910|548|807|||NM1011|4/21/2023|4/20/2024|4/21/2020|A|||
3023|NS6032050002219|1565252982910|548|807|||ND6320|8/12/2022|8/11/2023|8/12/2019|A|||
4337|NS6032050002503|1590562495548|548|830|||NM1011|6/2/2022|6/1/2023|6/2/2020|A|||
4335|NS6032050002503|1590562495548|548|830|||ND6320|6/2/2022|6/1/2023|6/2/2020|A|||
5886|NS6032050002863|1612922920562||806|||ND6320|2/25/2023|2/24/2024|2/25/2021|A|||
1909|NS6033010001313|1506307545824||456|||ND6250|10/1/2022|9/30/2023|10/2/2017|A|||
1911|NS6033010001355|1507701882886|||||NT1010|2/21/2019|2/20/2020|2/21/2019|A|||
2834|NS6033010001355|1507701882886|||||NM1011|2/21/2019|2/20/2020|2/21/2019|A|||
4055|NS6033010001617|1526532201598||58|||NM1011|6/1/2022|5/31/2023|5/21/2018|A|||
6550|NS6033010001617|1526532201598||58|||NM1011|2/28/2023|2/27/2024|2/28/2018|A|||
4054|NS6033010001617|1526532201598||58|||ND6250|6/1/2022|5/31/2023|5/21/2018|A|||
2842|NS6033010001664|1531213287858||47|||NM1011|7/19/2022|7/18/2023|7/19/2018|A|||
4334|NS6033010001664|1531213287858||47|||NT1010|7/19/2022|7/18/2023|2/14/2019|A|||
2729|NS6033010001664|1531213287858||47|||ND6320|7/19/2022|7/18/2023|7/19/2018|A|||
1914|NS6033010001852|1541495351303|58|59|||NM1011|11/12/2022|11/11/2023|11/12/2018|A|||
3613|NS6033010002186|1560393595860||75|||NM1011|12/26/2019|12/25/2020|12/26/2019|A|||
5156|NS6033010002282|1569820159983||64|||NM1011|10/5/2022|10/4/2023|10/5/2019|A|||
5156|NS6033010002282|1569820159983||64|||NM1011|10/5/2022|10/4/2023|10/5/2019|A|||
3283|NS6033010002282|1569820159983||64|||ND6320|10/5/2022|10/4/2023|10/3/2019|A|||
5155|NS6033010002282|1569820159983||64|||NT1010|10/5/2022|10/4/2023|10/5/2019|A|||
3574|NS6033010002426|1578455366136||64|||ND6150|1/9/2023|1/8/2024|1/9/2020|A|||
3083|NS6033020001681|1532401231442||10|||NM1011|7/26/2022|7/25/2023|7/26/2019|A|||
7612|NS6033020001681|1532401231442||10|||NM1011|2/14/2023|2/13/2024|2/27/2020|A|||
4345|NS6033020001681|1532401231442||10|||NT1010|7/26/2022|7/25/2023|2/14/2019|A|||
7309|NS6033020001681|1532401231442||10|||ND6328|7/26/2022|7/25/2023|9/24/2022|A|||
5058|NS6033020001720|1534820591787||30|||NM1011|8/27/2020|8/26/2021|8/27/2018|A|||
5057|NS6033020001720|1534820591787||30|||ND6320|8/27/2020|8/26/2021|8/27/2018|A|||
5059|NS6033020001720|1534820591787||30|||NT1010|8/27/2020|8/26/2021|2/15/2019|A|||
3554|NS6033020002126|1551758214094||547|||ND6120|3/11/2022|3/10/2023|3/11/2019|A|||
1918|NS6033030001278|1499150760654||410|||ND6250|7/1/2022|6/30/2023|7/17/2017|A|||
1919|NS6033030001278|1500351145996||410|||ND6251|7/1/2022|6/30/2023|7/17/2017|A|||
1920|NS6033030001302|1507792698066|||||ND6250|7/12/2022|7/11/2023|7/12/2018|A|||
4371|NS6033030001302|1530866233224|||||NM1011|7/12/2022|7/11/2023|7/12/2018|A|||
4372|NS6033030001302|1530866233224|||||NT1010|7/12/2022|7/11/2023|2/15/2019|A|||
4370|NS6033030001302|1530866233224|||||ND6321|7/12/2022|7/11/2023|7/12/2018|A|||
1921|NS6033030001320|1504766930828||54|||ND6150|9/1/2022|8/31/2023|9/11/2017|A|||
1924|NS6033030001331|1507097993819||68|||ND6250|10/1/2022|9/30/2023|10/9/2017|A|||
2877|NS6033030001451|1516003005900||493|||NM1011|3/26/2022|3/25/2023|3/5/2019|A|||
2877|NS6033030001451|1516003005900||493|||NM1011|3/26/2022|3/25/2023|3/5/2019|A|||
4031|NS6033030001451|1516003005900||493|||NM1011|3/26/2022|3/25/2023|3/26/2020|A|||
4031|NS6033030001451|1516003005900||493|||NM1011|3/26/2022|3/25/2023|3/26/2020|A|||
1929|NS6033030001455|1516090500599|104|459|||ND6121|2/1/2023|1/31/2024|1/18/2018|A|||
1931|NS6033030001627|1529897351278||110|||ND6250|6/28/2022|6/27/2023|6/28/2018|A|||
3581|NS6033030001682|1532407597032||408|||ND6150|7/30/2022|7/29/2023|7/30/2018|A|||
3580|NS6033030001682|1532407668403||408|||ND6321|7/30/2022|7/29/2023|7/30/2018|A|||
3579|NS6033030001682|1532407668403||408|||NM1011|7/30/2022|7/29/2023|7/30/2018|A|||
3579|NS6033030001682|1532407668403||408|||NM1011|7/30/2022|7/29/2023|7/30/2018|A|||
5032|NS6033030001715|1534327557781|30|81|||NM1011|9/17/2020|9/16/2021|9/17/2020|A|||
4830|NS6033030001715|1534327557781|30|81|||NM1011|8/20/2020|8/19/2021|8/20/2018|A|||
4829|NS6033030001715|1534327557781|30|81|||ND6320|8/20/2020|8/19/2021|8/20/2018|A|||
3501|NS6033030001787|1608628875762||100|||NM1011|11/21/2022|11/20/2023|11/21/2019|A|||
3748|NS6033030001787|1608628875762||100|||NM1011|1/27/2023|1/26/2024|1/27/2020|A|||
5529|NS6033030001787|1608628875762||100|||NM1011|12/22/2022|12/21/2023|12/22/2020|A|||
3502|NS6033030001787|1608628875762||100|||NM1011|10/8/2022|10/7/2023|12/23/2019|A|||
6332|NS6033030001791|1571297525149||339|||NM1011|10/28/2022|10/27/2023|10/29/2020|A|||
6332|NS6033030001791|1571297525149||339|||NM1011|10/28/2022|10/27/2023|10/29/2020|A|||
6332|NS6033030001791|1571297525149||339|||NM1011|10/28/2022|10/27/2023|10/29/2020|A|||
6332|NS6033030001791|1571297525149||339|||NM1011|10/28/2022|10/27/2023|10/29/2020|A|||
6332|NS6033030001791|1571297525149||339|||NM1011|10/28/2022|10/27/2023|10/29/2020|A|||
6332|NS6033030001791|1571297525149||339|||NM1011|10/28/2022|10/27/2023|10/29/2020|A|||
1943|NS6033030001867|1543482092302||108|||NM1011|12/3/2022|12/2/2023|12/3/2018|A|||
6053|NS6033030001867|1543482165528||108|||NM1011|6/23/2022|6/22/2023|6/23/2020|A|||
2601|NS6033030001867|1543482408078||108|||NM1011|7/12/2022|7/11/2023|7/11/2019|A|||
5572|NS6033030001867|1543482346894||108|||NM1011|1/18/2022|1/17/2023|1/18/2021|A|||
4640|NS6033030002537|1593059638639|||||NM1011|6/29/2022|6/28/2023|6/29/2020|A|||
4615|NS6033030002537|1593059638639|||||ND6321|6/29/2022|6/28/2023|6/29/2020|A|||
7370|NS6033040001362|1509009138776|||||ND6328|11/1/2022|10/31/2023|10/15/2022|A|||
4090|NS6033040001363|1509349800828||649|||NM1011|3/9/2023|3/8/2024|3/9/2020|A|||
5341|NS6033040001363|1509349800828||649|||NT1010|11/1/2021|10/31/2022|3/14/2019|A|||
1949|NS6033040001363|1549881692091||649|||ND6120|2/14/2023|2/13/2024|2/14/2019|A|||
2823|NS6033040001363|1509349800828||649|||NM1011|3/9/2023|3/8/2024|3/14/2019|A|||
4090|NS6033040001363|1509349800828||649|||NM1011|3/9/2023|3/8/2024|3/9/2020|A|||
2823|NS6033040001363|1509349800828||649|||NM1011|3/9/2023|3/8/2024|3/14/2019|A|||
4089|NS6033040001366|1509680547540|526|645|||NM1011|3/31/2023|3/30/2024|3/9/2020|A|||
6094|NS6033040001366|1509680547540|526|645|||NM1011|3/31/2023|3/30/2024|2/12/2019|A|||
3167|NS6033040001366|1509680547540|526|645|||NM1011|3/31/2023|3/30/2024|2/12/2019|A|||
4089|NS6033040001366|1509680547540|526|645|||NM1011|3/31/2023|3/30/2024|3/9/2020|A|||
3167|NS6033040001366|1509680547540|526|645|||NM1011|3/31/2023|3/30/2024|2/12/2019|A|||
6094|NS6033040001366|1509680547540|526|645|||NM1011|3/31/2023|3/30/2024|2/12/2019|A|||
2816|NS6033040001371|1510030489051|553|535|||NM1011|11/1/2022|10/31/2023|6/22/2020|A|||
2816|NS6033040001371|1510030489051|553|535|||NM1011|11/1/2022|10/31/2023|6/22/2020|A|||
2816|NS6033040001371|1510030489051|553|535|||NM1011|11/1/2022|10/31/2023|6/22/2020|A|||
7274|NS6033040001371|1510030489051|553|535|||ND6328|11/1/2022|10/31/2023|9/17/2022|A|||
7273|NS6033040001372|1510026670819|553|551|||ND6328|11/1/2022|10/31/2023|9/10/2022|A|||
2817|NS6033040001372|1510026670819|553|551|||NM1011|11/1/2022|10/31/2023|4/2/2019|A|||
2817|NS6033040001372|1510026670819|553|551|||NM1011|11/1/2022|10/31/2023|4/2/2019|A|||
3956|NS6033040001377|1510557111508|533|541|||NM1011|2/19/2023|2/18/2024|2/19/2020|A|||
5836|NS6033040001377|1510557111508|533|541|||NM1011|12/1/2022|11/30/2023|11/16/2017|A|||
4123|NS6033040001377|1510557111508|533|541|||NT1010|12/1/2022|11/30/2023|4/4/2019|A|||
3273|NS6033040001385|1510909365587|567|578|||NM1011|4/2/2022|4/1/2023|4/2/2019|A|||
5363|NS6033040001385|1510909224540|567|578|||ND6220|12/1/2022|11/30/2023|11/20/2017|A|||
2921|NS6033040001385|1510909365587|567|578|||NM1011|12/1/2022|11/30/2023|11/20/2017|A|||
2647|NS6033040001385|1510909365587|567|578|||ND6321|12/1/2022|11/30/2023|11/20/2017|A|||
2922|NS6033040001408|1512469915134||567|||NM1011|12/1/2022|11/30/2023|12/11/2017|A|||
3272|NS6033040001408|1512469915134||567|||NM1011|4/2/2022|4/1/2023|4/2/2019|A|||
5365|NS6033040001408|1510909365587||567|||ND6220|12/1/2022|11/30/2023|12/11/2017|A|||
6098|NS6033040001408|1512469915134||567|||NM1011|4/14/2021|4/13/2022|5/8/2020|A|||
2646|NS6033040001408|1512469915134||567|||ND6321|12/1/2022|11/30/2023|12/11/2017|A|||
6570|NS6033040001423|1513657163083||605|||ND6150|1/1/2023|12/31/2023|12/26/2017|A|||
3090|NS6033040001460|1516612225133|104|521|||ND6121|2/6/2023|2/5/2024|2/1/2018|A|||
1954|NS6033040001488|1519099962665|447|448|||ND6150|3/1/2022|2/28/2023|3/1/2022|A|||
7871|NS6033040001522|1537266906490||526|||NM1011|3/27/2022|3/26/2023|2/13/2019|A|||
7871|NS6033040001522|1537266906490||526|||NM1011|3/27/2022|3/26/2023|2/13/2019|A|||
1955|NS6033040001564|1523866402580||517|||ND6250|4/19/2023|4/18/2024|4/19/2018|A|||
5350|NS6033040001741|1536315947917|104|616|||ND6121|9/13/2022|9/12/2023|9/13/2018|A|||
6029|NS6033040002140|1553591112873||542|||ND6150|4/1/2023|4/1/2024|4/1/2019|A|||
3220|NS6033040002143|1568705590438||527|||ND6121|9/26/2022|9/25/2023|9/23/2019|A|||
3222|NS6033040002143|1568793095728||527|||ND6120|9/26/2022|9/25/2023|9/26/2019|A|||
5616|NS6033040002425|1577962244063|526|650|||NM1011|1/4/2023|1/3/2024|1/3/2020|A|||
5616|NS6033040002425|1577962244063|526|650|||NM1011|1/4/2023|1/3/2024|1/3/2020|A|||
3647|NS6033040002425|1577962244063|526|650|||NM1011|1/4/2023|1/3/2024|1/3/2020|A|||
3647|NS6033040002425|1577962244063|526|650|||NM1011|1/4/2023|1/3/2024|1/3/2020|A|||
3647|NS6033040002425|1577962244063|526|650|||NM1011|1/4/2023|1/3/2024|1/3/2020|A|||
7418|NS6033040002425|1577962244063|526|650|||ND6328|1/4/2023|1/3/2024|11/20/2021|A|||
5616|NS6033040002425|1577962244063|526|650|||NM1011|1/4/2023|1/3/2024|1/3/2020|A|||
3650|NS6033040002425|1577961842862|526|650|||ND6150|1/4/2023|1/3/2024|1/3/2020|A|||
5037|NS6033040002591|1596614591455||533|||NM1011|8/13/2022|8/12/2023|8/19/2020|A|||
4857|NS6033040002591|1596614591455||533|||ND6320|8/13/2022|8/12/2023|8/13/2020|A|||
5040|NS6033040002591|1596614591455||533|||NM1011|8/13/2022|8/12/2023|8/13/2020|A|||
5040|NS6033040002591|1596614591455||533|||NM1011|8/13/2022|8/12/2023|8/13/2020|A|||
5036|NS6033040002591|1596614591455||533|||NT1010|8/13/2022|8/12/2023|8/19/2020|A|||
5037|NS6033040002591|1596614591455||533|||NM1011|8/13/2022|8/12/2023|8/19/2020|A|||
7570|NS6033040002844|1611732776633|517|644|||ND6328|2/4/2023|2/3/2024|2/5/2022|A|||
1960|NS6033050001485|1519108542836|447|582|||ND6120|4/1/2022|3/31/2023|4/1/2022|A|||
1962|NS6033060001276|1500371312539||782|||ND6250|8/1/2021|7/31/2022|7/24/2017|A|||
5055|NS6033060001743|1536566473592|104|702|||ND6121|9/17/2022|9/16/2023|9/17/2018|A|||
3782|NS6033060001868|1580375029357||667|||NF6011|3/2/2023|3/1/2024|3/2/2020|A|||
1967|NS6033060001868|1543485457540||667|||NM1011|12/3/2022|12/2/2023|12/3/2018|A|||
6753|NS6033060002106|1580283481202|661|675|||NM1011|11/11/2022|11/10/2023|11/11/2021|A|||
7357|NS6033060002106|1549872465752|661|675|||ND6328|2/14/2023|2/13/2024|10/15/2022|A|||
5883|NS6033060002106|1549872465752|661|675|||NM1011|2/14/2023|2/13/2024|2/14/2019|A|||
5883|NS6033060002106|1549872465752|661|675|||NM1011|2/14/2023|2/13/2024|2/14/2019|A|||
5884|NS6033060002106|1549872465752|661|675|||NM1011|2/14/2023|2/13/2024|2/3/2020|A|||
5884|NS6033060002106|1549872465752|661|675|||NM1011|2/14/2023|2/13/2024|2/3/2020|A|||
7358|NS6033060002876|1613721617062||661|||ND6328|3/8/2023|3/7/2024|10/15/2022|A|||
1968|NS6034010001379|1510563466075|||||ND6320|12/1/2017|11/30/2018|11/16/2017|A|||
1969|NS6034010001379|1510563466075|||||NM1011|12/1/2017|11/30/2018|11/16/2017|A|||
2818|NS6034010001386|1510893777877||1076|||NM1011|12/1/2022|11/30/2023|11/20/2017|A|||
5107|NS6034010001386|1510893777877||1076|||NT1010|12/1/2022|11/30/2023|9/5/2019|A|||
6360|NS6034010001386|1510893777877||1076|||NM1011|8/10/2022|8/9/2023|8/10/2021|A|||
6494|NS6034010001386|1510893777877||1076|||NM1011|10/11/2022|10/10/2023|10/11/2021|A|||
7347|NS6034010001386|1510893777877||1076|||ND6328|12/1/2022|11/30/2023|12/11/2021|A|||
4086|NS6034010001386|1510893777877||1076|||NM1011|3/5/2022|3/4/2023|3/5/2020|A|||
2712|NS6034010001389|1510895268265|1076|1081|||ND6320|12/1/2022|11/30/2023|11/23/2017|A|||
2819|NS6034010001389|1510895268265|1076|1081|||NM1011|12/1/2022|11/30/2023|2/28/2023|A|||
1970|NS6034010001508|1521797907690||1077|||ND6150|3/1/2023|2/28/2024|2/26/2018|A|||
1971|NS6034010001800|1538715110679||1144|||ND6120|10/8/2022|10/7/2023|10/8/2018|A|||
7116|NS6034020002886|1614331937374||1084|||ND6328|3/8/2023|3/7/2024|8/20/2022|A|||
4689|NS6034030001395|1511333391609||1064|||NM1011|7/3/2022|7/2/2023|7/3/2020|A|||
4688|NS6034030001395|1511333391609||1064|||NM1011|6/15/2022|6/14/2023|6/15/2020|A|||
5918|NS6034030001395|1511333391609||1064|||NM1011|5/5/2023|5/4/2024|5/5/2020|A|||
4048|NS6034030001395|1511333391609||1064|||NM1011|3/30/2022|3/29/2023|3/30/2020|A|||
2753|NS6034030001395|1511333391609||1064|||ND6320|12/1/2022|11/30/2023|11/27/2017|A|||
2799|NS6034040001392|1511247125871|394|1009|||NM1011|12/1/2022|11/30/2023|11/23/2017|A|||
2700|NS6034040001392|1511247125871|394|1009|||ND6320|12/1/2022|11/30/2023|11/23/2017|A|||
2800|NS6034040001392|1511247125871|394|1009|||NM1011|5/27/2022|5/26/2023|5/27/2019|A|||
5400|NS6034040001392|1511247125871|394|1009|||NT1010|12/1/2022|11/30/2023|5/27/2019|A|||
2795|NS6034040001576|1524475360300||394|||NM1011|4/30/2022|4/29/2023|4/30/2018|A|||
4895|NS6034050001418|1513156852819|394|1006|||NM1011|7/27/2022|7/26/2023|7/27/2020|A|||
6453|NS6034050001418|1513156852819|394|1006|||ND6328|1/1/2023|12/31/2023|9/25/2021|A|||
2798|NS6034050001418|1513156852819|394|1006|||NM1011|1/1/2023|12/31/2023|12/18/2017|A|||
2814|NS6034050001475|1517459980689|1004|1030|||NM1011|2/1/2023|1/31/2024|2/8/2018|A|||
7482|NS6034050001475|1517459980689|1004|1030|||ND6328|2/1/2023|1/31/2024|9/24/2022|A|||
2702|NS6034050001660|1531120230466|394|1003|||ND6320|7/2/2022|7/1/2023|7/12/2018|A|||
2794|NS6034050001660|1531120230466|394|1003|||NM1011|7/2/2022|7/1/2023|7/2/2019|A|||
4896|NS6034050001660|1531120230466|394|1003|||NM1011|8/4/2021|8/3/2022|8/4/2020|A|||
2793|NS6034050001660|1531120230466|394|1003|||NM1011|7/2/2022|7/1/2023|7/12/2018|A|||
5189|NS6034050001661|1531120606847|||||NM1011|10/22/2021|10/21/2022|10/22/2020|A|||
4612|NS6034050001661|1531120606847|||||NM1011|6/23/2022|6/22/2023|6/23/2020|A|||
4147|NS6034050001661|1531120606847|||||NM1011|7/12/2022|7/11/2023|7/12/2018|A|||
4148|NS6034050001661|1531120606847|||||ND6320|7/12/2022|7/11/2023|7/12/2018|A|||
3857|NS6034050002142|1555350455405||1033|||NM1011|2/28/2023|2/27/2024|2/28/2020|A|||
2791|NS6036010001456|1516250291308||1102|||NM1011|7/4/2022|7/3/2023|7/5/2019|A|||
3270|NS6036010001456|1516250291308||1102|||NM1011|7/4/2022|7/3/2023|7/4/2019|A|||
5186|NS6036010001456|1516250291308||1102|||NM1011|10/22/2020|10/21/2021|10/22/2020|A|||
3241|NS6036010001456|1516250291308||1102|||NM1011|2/26/2023|2/25/2024|2/5/2019|A|||
3243|NS6036010001456|1516250291308||1102|||NM1011|2/26/2023|2/25/2024|2/26/2019|A|||
2792|NS6036010001468|1517383291344|1102|1104|||NM1011|2/1/2023|1/31/2024|2/5/2018|A|||
2705|NS6036030001367|1509595134154||1120|||ND6320|11/1/2022|10/31/2023|11/6/2017|A|||
3751|NS6036030002436|1578888940827||1113|||NM1011|1/20/2023|1/19/2024|1/20/2020|A|||
3750|NS6036030002436|1578888940827||1113|||ND6120|1/20/2023|1/19/2024|1/20/2020|A|||
6049|NS6041010002283|1569904270276||177|||NM1011|6/16/2020|6/15/2021|6/22/2020|A|||
5650|NS6041020001439|1515469133203|164|169|||NT1010|1/1/2023|12/31/2023|4/7/2019|A|||
2910|NS6041020001439|1515469133203|164|169|||NM1011|1/1/2023|12/31/2023|1/11/2018|A|||
5152|NS6041020001439|1515469133203|164|169|||ND6320|1/1/2023|12/31/2023|1/11/2018|A|||
5126|NS6041020001440|1515566999056||159|||NT1010|2/1/2023|1/31/2024|9/30/2020|A|||
3400|NS6041020001440|1515566999056||159|||ND6320|2/1/2023|1/31/2024|1/15/2018|A|||
2911|NS6041020001440|1515566999056||159|||NM1011|2/1/2023|1/31/2024|1/15/2018|A|||
7699|NS6041020001453|1516006085705|159|164|||NT1010|2/1/2023|2/1/2024|4/7/2019|A|||
7698|NS6041020001453|1648089910794|159|164|||ND6320|2/1/2023|2/1/2024|1/18/2018|A|||
7697|NS6041020001453|1648089910794|159|164|||NM1011|2/1/2023|2/1/2024|1/18/2018|A|||
2995|NS6041020001512|1535968904967||151|||NM1011|4/15/2023|4/14/2024|4/15/2019|A|||
2684|NS6041020001512|1535968904967||151|||ND6321|9/10/2022|9/9/2023|9/10/2018|A|||
3183|NS6041020001512|1535968904967||151|||NM1011|9/10/2022|9/9/2023|9/10/2018|A|||
5888|NS6041020001777|1537931002000||147|||NT1010|10/1/2022|9/30/2023|4/10/2019|A|||
5759|NS6041020001777|1537931002000||147|||NM1011|4/9/2022|4/8/2023|4/10/2019|A|||
2689|NS6041020001777|1537931002000||147|||ND6320|10/1/2022|9/30/2023|10/1/2018|A|||
